,University,Department,State,Gender,Rank,Qualification,EmploymentType,Age,YearsOfExperience,Publications,PerformanceScore,AbsenceDays,CoursesTaught,StudentsSupervised,PayrollCategory,ResearchProductivity,TeachingLoad,Performance,YearsStudents
17747,Bayero University Kano,Biology,Adamawa,Female,Lecturer i,Ph.D,Part-time staff,39,10,9,5.0,5,1,10,High,0.8182,0.0909,24.0,0.9091
17748,Ahmadu Bello University,Library science,Kano,Female,Senior lecturer,Ph.D,Part-time staff,43,16,8,6.7,3,3,18,Executive,0.4706,0.1579,30.7,1.0588
17749,Federal University of Technology Minna,English,Niger,Female,Professor,M.Sc,Part-time staff,62,33,21,7.0,1,4,20,Executive,0.6176,0.1905,61.0,0.5882
17750,Nnamdi Azikiwe University,Nursing,Benue,Female,Assistant lecturer,M.Sc,Contract staff,28,3,4,6.1,3,1,1,Medium,1.0,0.5,13.1,0.25
17751,Ahmadu Bello University,Pharmacy,Niger,Male,Assistant lecturer,Ph.D,Full-time staff,27,2,7,6.8,6,4,2,Medium,2.3333,1.3333,15.8,0.6667
17752,University of Ilorin,Education,Kwara,Female,Lecturer i,Ph.D,Contract staff,35,9,2,4.0,5,0,7,High,0.2,0.0,15.0,0.7
17753,University of Nigeria Nsukka,Education,Sokoto,Female,Professor,Ph.D,Part-time staff,52,27,13,7.7,1,3,19,Executive,0.4643,0.15,47.7,0.6786
17754,Obafemi Awolowo University,History,Kaduna,Female,Senior lecturer,Ph.D,Full-time staff,47,20,5,4.1,1,5,12,Executive,0.2381,0.3846,29.1,0.5714
17755,University of Benin,Law,Kaduna,Male,Lecturer i,Ph.D,Visiting staff,35,11,6,6.2,3,5,8,High,0.5,0.5556,23.2,0.6667
17756,Federal University of Technology Minna,Pharmacy,Bauchi,Female,Senior lecturer,M.Sc,Adjunct staff,42,15,10,7.7,5,2,11,Executive,0.625,0.1667,32.7,0.6875
17757,University of Lagos,Mathematics,Anambra,Female,Professor,M.Sc,Full-time staff,59,31,24,8.4,1,6,19,Executive,0.75,0.3,63.4,0.5938
17758,Bayero University Kano,English,Oyo,Female,Assistant lecturer,Ph.D,Full-time staff,29,2,5,4.7,5,1,4,Medium,1.6667,0.2,11.7,1.3333
17759,University of Ilorin,History,Anambra,Female,Lecturer ii,M.Ed,Part-time staff,31,7,2,9.5,5,5,11,Medium,0.25,0.4167,18.5,1.375
17760,University of Ilorin,Pharmacy,Plateau,Female,Lecturer ii,M.Ed,Full-time staff,36,7,0,5.4,4,5,15,Medium,0.0,0.3125,12.4,1.875
17761,Obafemi Awolowo University,Accounting,Katsina,Female,Professor,Ph.D,Adjunct staff,58,35,0,7.5,6,5,18,Executive,0.0,0.2632,42.5,0.5
17762,Nnamdi Azikiwe University,Nursing,Delta,Female,Senior lecturer,Ph.D,Full-time staff,36,12,10,6.0,4,3,15,Executive,0.7692,0.1875,28.0,1.1538
17763,Federal University of Technology Minna,Physics,Taraba,Female,Senior lecturer,Ph.D,Contract staff,42,13,9,5.0,4,4,13,Executive,0.6429,0.2857,27.0,0.9286
17764,Obafemi Awolowo University,Mathematics,Sokoto,Female,Lecturer ii,B.Ed,Full-time staff,32,5,4,4.5,7,7,11,Medium,0.6667,0.5833,13.5,1.8333
17765,Nnamdi Azikiwe University,Nursing,Benue,Female,Professor,Ph.D,Full-time staff,54,32,5,5.1,0,4,18,Executive,0.1515,0.2105,42.1,0.5455
17766,University of Nigeria Nsukka,Agriculture,Delta,Female,Lecturer i,Ph.D,Full-time staff,40,14,8,6.7,5,2,9,High,0.5333,0.2,28.7,0.6
17767,Ahmadu Bello University,Education,Taraba,Female,Lecturer i,Ph.D,Full-time staff,41,15,3,6.2,5,4,13,Medium,0.1875,0.2857,24.2,0.8125
17768,University of Lagos,History,Delta,Male,Lecturer i,M.Phil,Full-time staff,33,7,5,6.0,2,2,17,High,0.625,0.1111,18.0,2.125
17769,University of Ilorin,Biology,Lagos,Female,Associate professor,B.Sc,Full-time staff,56,28,5,4.1,2,5,7,Executive,0.1724,0.625,37.1,0.2414
17770,Federal University of Technology Minna,Mathematics,Bauchi,Female,Lecturer i,Ph.D,Full-time staff,39,12,4,8.6,1,4,16,High,0.3077,0.2353,24.6,1.2308
17771,Nnamdi Azikiwe University,Biology,Abuja,Female,Lecturer ii,Ph.D,Full-time staff,32,8,8,8.3,9,1,11,Medium,0.8889,0.0833,24.3,1.2222
17772,Nnamdi Azikiwe University,Physics,Zamfara,Female,Senior lecturer,M.Sc,Full-time staff,46,17,1,6.3,1,1,23,Executive,0.0556,0.0417,24.3,1.2778
17773,Obafemi Awolowo University,English,Kano,Female,Lecturer ii,Ph.D,Full-time staff,27,6,9,7.4,3,6,15,Medium,1.2857,0.375,22.4,2.1429
17774,Bayero University Kano,Nursing,Kwara,Female,Professor,Ph.D,Visiting staff,57,35,1,7.9,1,6,7,Executive,0.0278,0.75,43.9,0.1944
17775,Ahmadu Bello University,Education,Niger,Female,Lecturer i,M.Sc,Contract staff,35,7,0,8.1,0,3,5,High,0.0,0.5,15.1,0.625
17776,Federal University of Technology Minna,Architecture,Enugu,Female,Professor,Ph.D,Full-time staff,56,25,7,8.3,2,6,2,Executive,0.2692,2.0,40.3,0.0769
17777,University of Nigeria Nsukka,Mathematics,Oyo,Female,Lecturer ii,M.Sc,Full-time staff,32,10,5,6.4,9,6,5,Medium,0.4545,1.0,21.4,0.4545
17778,Federal University of Technology Minna,Architecture,Adamawa,Female,Graduate assistant,Ph.D,Full-time staff,31,3,1,6.1,1,7,0,Low,0.25,7.0,10.1,0.0
17779,Obafemi Awolowo University,Architecture,Kano,Female,Senior lecturer,Ph.D,Part-time staff,47,18,5,8.9,1,6,16,Executive,0.2632,0.3529,31.9,0.8421
17780,University of Benin,Mathematics,Zamfara,Female,Professor,MBA,Full-time staff,53,31,17,5.1,4,0,11,Executive,0.5312,0.0,53.1,0.3438
17781,University of Nigeria Nsukka,Chemistry,Imo,Female,Associate professor,M.Sc,Visiting staff,47,25,9,4.4,2,5,7,Executive,0.3462,0.625,38.4,0.2692
17782,University of Lagos,Computer science,Imo,Female,Lecturer ii,B.Sc,Full-time staff,29,6,2,4.4,2,2,18,Medium,0.2857,0.1053,12.4,2.5714
17783,Bayero University Kano,Computer science,Sokoto,Female,Lecturer i,Ph.D,Full-time staff,34,12,6,5.6,0,6,16,High,0.4615,0.3529,23.6,1.2308
17784,University of Ilorin,Pharmacy,Niger,Female,Senior lecturer,Ph.D,Full-time staff,36,13,6,9.3,2,3,3,Executive,0.4286,0.75,28.3,0.2143
17785,University of Benin,Medicine,Kano,Female,Professor,M.Sc,Visiting staff,57,0,11,9.2,1,3,4,Executive,11.0,0.6,20.2,4.0
17786,Bayero University Kano,Architecture,Kwara,Female,Senior lecturer,M.Sc,Visiting staff,50,21,7,9.2,1,5,11,Executive,0.3182,0.4167,37.2,0.5
17787,University of Nigeria Nsukka,Computer science,Taraba,Female,Associate professor,M.Ed,Contract staff,52,28,17,4.2,1,5,21,Executive,0.5862,0.2273,49.2,0.7241
17788,Obafemi Awolowo University,Pharmacy,Niger,Female,Senior lecturer,B.Sc,Full-time staff,41,18,8,5.5,0,2,19,Executive,0.4211,0.1,31.5,1.0
17789,University of Nigeria Nsukka,Architecture,Taraba,Female,Assistant lecturer,Ph.D,Full-time staff,30,2,2,6.6,3,2,0,Medium,0.6667,2.0,10.6,0.0
17790,University of Lagos,Chemistry,Plateau,Female,Graduate assistant,Ph.D,Full-time staff,26,0,0,7.2,2,2,1,Low,0.0,1.0,7.2,1.0
17791,University of Ilorin,Medicine,Kwara,Female,Associate professor,M.Sc,Part-time staff,50,25,8,4.5,5,6,19,Executive,0.3077,0.3,37.5,0.7308
17792,University of Lagos,Nursing,Plateau,Female,Associate professor,Ph.D,Contract staff,48,23,2,6.6,8,2,23,Executive,0.0833,0.0833,31.6,0.9583
17793,Obafemi Awolowo University,Law,Sokoto,Female,Assistant lecturer,M.Tech,Full-time staff,31,2,3,7.2,1,1,3,Medium,1.0,0.25,12.2,1.0
17794,Abubakar Tafawa Balewa University Bauchi,English,Zamfara,Female,Lecturer ii,M.Phil,Full-time staff,35,6,7,4.9,2,4,3,Medium,1.0,1.0,17.9,0.4286
17795,Abubakar Tafawa Balewa University Bauchi,Economics,Kaduna,Female,Lecturer ii,Ph.D,Full-time staff,33,6,2,4.0,3,5,8,Medium,0.2857,0.5556,12.0,1.1429
17796,University of Nigeria Nsukka,History,Oyo,Female,Senior lecturer,M.Sc,Full-time staff,36,14,8,5.4,1,4,11,Executive,0.5333,0.3333,27.4,0.7333
17797,Abubakar Tafawa Balewa University Bauchi,Computer science,Taraba,Female,Lecturer ii,M.Ed,Full-time staff,32,8,1,6.5,4,5,16,Medium,0.1111,0.2941,15.5,1.7778
17798,University of Benin,Physics,Sokoto,Female,Assistant lecturer,Ph.D,Full-time staff,33,6,5,5.5,0,5,11,Medium,0.7143,0.4167,16.5,1.5714
17799,University of Nigeria Nsukka,Mathematics,Benue,Female,Senior lecturer,Ph.D,Full-time staff,39,16,6,3.6,4,2,12,Executive,0.3529,0.1538,25.6,0.7059
17800,University of Lagos,Mathematics,Lagos,Female,Associate professor,Ph.D,Full-time staff,56,0,9,5.4,3,5,15,Executive,9.0,0.3125,14.4,15.0
17801,Federal University of Technology Minna,Mathematics,Sokoto,Female,Senior lecturer,Ph.D,Full-time staff,43,16,2,9.0,4,5,22,High,0.1176,0.2174,27.0,1.2941
17802,Abubakar Tafawa Balewa University Bauchi,Engineering,Plateau,Female,Associate professor,MBA,Adjunct staff,49,25,9,6.1,2,4,3,Executive,0.3462,1.0,40.1,0.1154
17803,University of Nigeria Nsukka,Pharmacy,Rivers,Female,Associate professor,MBA,Part-time staff,53,30,5,5.4,3,1,11,Executive,0.1613,0.0833,40.4,0.3548
17804,Bayero University Kano,Architecture,Plateau,Female,Lecturer i,Ph.D,Full-time staff,38,14,5,8.9,1,1,22,High,0.3333,0.0435,27.9,1.4667
17805,Abubakar Tafawa Balewa University Bauchi,Nursing,Rivers,Female,Senior lecturer,M.Sc,Full-time staff,40,15,7,5.0,6,6,23,Executive,0.4375,0.25,27.0,1.4375
17806,Nnamdi Azikiwe University,History,Imo,Male,Associate professor,M.Sc,Full-time staff,57,29,6,5.2,1,7,13,Executive,0.2,0.5,40.2,0.4333
17807,Ahmadu Bello University,Engineering,Katsina,Male,Assistant lecturer,Ph.D,Full-time staff,27,4,0,8.6,4,2,0,Medium,0.0,2.0,12.6,0.0
17808,Federal University of Technology Minna,Nursing,Kaduna,Male,Lecturer i,Ph.D,Full-time staff,33,11,2,9.7,2,5,14,High,0.1667,0.3333,22.7,1.1667
17809,University of Ilorin,Computer science,Imo,Female,Assistant lecturer,Ph.D,Adjunct staff,26,2,3,8.9,5,4,3,Medium,1.0,1.0,13.9,1.0
17810,Bayero University Kano,Pharmacy,Bauchi,Female,Lecturer ii,Ph.D,Full-time staff,33,5,0,5.0,3,3,13,Medium,0.0,0.2143,10.0,2.1667
17811,University of Ilorin,Architecture,Abuja,Female,Lecturer i,B.Tech,Contract staff,37,13,4,5.4,2,5,10,High,0.2857,0.4545,22.4,0.7143
17812,Nnamdi Azikiwe University,Chemistry,Imo,Female,Professor,Ph.D,Full-time staff,59,31,5,9.9,2,5,6,Executive,0.1562,0.7143,45.9,0.1875
17813,Obafemi Awolowo University,Library science,Imo,Female,Assistant lecturer,M.Tech,Part-time staff,28,6,5,5.0,7,7,4,Medium,0.7143,1.4,16.0,0.5714
17814,University of Ilorin,Statistics,Benue,Female,Lecturer i,Ph.D,Adjunct staff,37,8,2,9.3,4,2,12,High,0.2222,0.1538,19.3,1.3333
17815,University of Ilorin,Biology,Abuja,Female,Lecturer i,Ph.D,Full-time staff,39,10,8,6.8,3,5,19,High,0.7273,0.25,24.8,1.7273
17816,Abubakar Tafawa Balewa University Bauchi,Pharmacy,Abuja,Female,Lecturer ii,Ph.D,Full-time staff,31,7,4,4.9,5,2,15,Medium,0.5,0.125,15.9,1.875
17817,University of Ilorin,Biology,Katsina,Female,Lecturer i,Ph.D,Full-time staff,31,8,6,6.9,3,6,16,High,0.6667,0.3529,20.9,1.7778
17818,Abubakar Tafawa Balewa University Bauchi,Accounting,Plateau,Female,Senior lecturer,Ph.D,Full-time staff,49,22,11,6.5,2,2,3,Executive,0.4783,0.5,39.5,0.1304
17819,Ahmadu Bello University,Nursing,Katsina,Female,Lecturer i,Ph.D,Part-time staff,37,11,0,6.4,4,1,17,High,0.0,0.0556,17.4,1.4167
17820,Bayero University Kano,Mathematics,Sokoto,Female,Lecturer i,MBA,Full-time staff,43,14,5,7.5,0,2,18,High,0.3333,0.1053,26.5,1.2
17821,University of Lagos,Architecture,Bauchi,Female,Senior lecturer,Ph.D,Adjunct staff,41,12,8,7.2,6,6,5,Executive,0.6154,1.0,27.2,0.3846
17822,Abubakar Tafawa Balewa University Bauchi,Law,Taraba,Female,Lecturer i,Ph.D,Contract staff,33,11,6,4.8,261,3,11,High,0.5,0.25,21.8,0.9167
17823,University of Ilorin,Chemistry,Niger,Female,Graduate assistant,M.Phil,Full-time staff,26,1,0,7.9,4,12,3,Low,0.0,3.0,8.9,1.5
17824,Nnamdi Azikiwe University,English,Taraba,Female,Professor,Ph.D,Full-time staff,50,25,14,9.2,1,3,3,Executive,0.5385,0.75,48.2,0.1154
17825,Federal University of Technology Minna,Chemistry,Rivers,Female,Senior lecturer,Ph.D,Full-time staff,45,18,14,8.5,3,4,11,Executive,0.7368,0.3333,40.5,0.5789
17826,University of Lagos,Medicine,Kano,Female,Lecturer i,Ph.D,Contract staff,39,12,0,8.0,1,7,16,High,0.0,0.4118,20.0,1.2308
17827,Ahmadu Bello University,Physics,Rivers,Female,Associate professor,B.Sc,Contract staff,49,24,7,6.9,3,1,17,Executive,0.28,0.0556,37.9,0.68
17828,University of Ilorin,Accounting,Imo,Female,Associate professor,M.Phil,Full-time staff,54,28,3,9.8,1,5,11,Executive,0.1034,0.4167,40.8,0.3793
17829,Obafemi Awolowo University,Law,Imo,Female,Lecturer i,M.Sc,Contract staff,30,8,6,6.4,2,1,13,High,0.6667,0.0714,20.4,1.4444
17830,University of Nigeria Nsukka,Biology,Katsina,Female,Associate professor,M.Tech,Full-time staff,50,24,13,4.6,7,2,7,Executive,0.52,0.25,41.6,0.28
17831,University of Lagos,Chemistry,Katsina,Female,Lecturer ii,Ph.D,Full-time staff,30,5,4,9.8,4,7,22,Medium,0.6667,0.3043,18.8,3.6667
17832,University of Nigeria Nsukka,Computer science,Zamfara,Female,Senior lecturer,MBA,Contract staff,45,16,11,5.5,0,1,11,Executive,0.6471,0.0833,32.5,0.6471
17833,Bayero University Kano,Chemistry,Kwara,Female,Lecturer i,Ph.D,Full-time staff,41,10,2,6.3,6,2,15,High,0.1818,0.125,18.3,1.3636
17834,University of Lagos,Computer science,Plateau,Female,Associate professor,M.Sc,Full-time staff,55,28,8,4.5,2,3,7,Executive,0.2759,0.375,40.5,0.2414
17835,Bayero University Kano,Statistics,Imo,Female,Senior lecturer,M.Tech,Full-time staff,42,0,15,5.2,0,1,3,Executive,15.0,0.25,20.2,3.0
17836,Nnamdi Azikiwe University,Biology,Enugu,Female,Lecturer i,Ph.D,Visiting staff,32,10,8,6.4,3,7,20,High,0.7273,0.3333,24.4,1.8182
17837,Bayero University Kano,Statistics,Kwara,Female,Senior lecturer,Ph.D,Full-time staff,37,13,12,3.5,2,3,11,Executive,0.8571,0.25,28.5,0.7857
17838,University of Lagos,Geography,Oyo,Female,Graduate assistant,Ph.D,Full-time staff,30,3,1,9.9,1,7,4,Low,0.25,1.4,13.9,1.0
17839,University of Lagos,Mathematics,Plateau,Female,Lecturer i,Ph.D,Full-time staff,34,12,2,7.4,5,3,21,High,0.1538,0.1364,21.4,1.6154
17840,University of Lagos,History,Benue,Female,Senior lecturer,Ph.D,Full-time staff,40,17,10,4.3,2,3,11,Executive,0.5556,0.25,31.3,0.6111
17841,Bayero University Kano,Accounting,Lagos,Female,Lecturer i,M.Sc,Full-time staff,36,13,7,7.4,6,6,13,High,0.5,0.4286,27.4,0.9286
17842,University of Nigeria Nsukka,History,Abuja,Female,Lecturer i,Ph.D,Full-time staff,41,13,4,4.6,1,1,12,High,0.2857,0.0769,21.6,0.8571
17843,Bayero University Kano,Mathematics,Rivers,Female,Professor,MBA,Full-time staff,57,33,12,5.7,3,2,24,Executive,0.3529,0.08,50.7,0.7059
17844,Nnamdi Azikiwe University,Nursing,Enugu,Female,Senior lecturer,B.Sc,Full-time staff,48,21,9,8.1,5,6,4,Executive,0.4091,1.2,38.1,0.1818
17845,Ahmadu Bello University,Economics,Rivers,Female,Lecturer i,B.Ed,Full-time staff,36,13,6,6.9,0,7,20,High,0.4286,0.3333,25.9,1.4286
17846,Abubakar Tafawa Balewa University Bauchi,Physics,Kwara,Female,Assistant lecturer,MBA,Full-time staff,31,2,3,7.7,3,4,1,Medium,1.0,2.0,12.7,0.3333
17847,University of Nigeria Nsukka,History,Enugu,Female,Assistant lecturer,Ph.D,Part-time staff,26,3,0,6.9,1,6,1,Medium,0.0,3.0,9.9,0.25
17848,University of Ilorin,Law,Abuja,Female,Senior lecturer,B.Sc,Full-time staff,42,12,12,4.9,12,3,17,Executive,0.9231,0.1667,28.9,1.3077
17849,Abubakar Tafawa Balewa University Bauchi,Accounting,Anambra,Male,Professor,MBA,Full-time staff,57,36,17,8.2,5,4,10,Executive,0.4595,0.3636,61.2,0.2703
17850,University of Benin,Chemistry,Enugu,Female,Lecturer ii,MBA,Full-time staff,31,5,8,7.6,0,7,7,Medium,1.3333,0.875,20.6,1.1667
17851,University of Nigeria Nsukka,English,Sokoto,Female,Lecturer i,Ph.D,Full-time staff,37,10,0,3.5,4,2,11,High,0.0,0.1667,13.5,1.0
17852,University of Nigeria Nsukka,Economics,Rivers,Female,Lecturer ii,M.Sc,Part-time staff,38,10,2,5.0,6,6,11,Medium,0.1818,0.5,17.0,1.0
17853,Ahmadu Bello University,Engineering,Lagos,Female,Lecturer i,M.Tech,Contract staff,35,7,6,8.4,3,4,14,High,0.75,0.2667,21.4,1.75
17854,Nnamdi Azikiwe University,Agriculture,Katsina,Female,Assistant lecturer,Ph.D,Contract staff,35,6,6,6.5,0,1,11,Medium,0.8571,0.0833,18.5,1.5714
17855,Bayero University Kano,Geography,Imo,Female,Lecturer i,M.Phil,Full-time staff,36,12,3,5.2,1,3,13,High,0.2308,0.2143,20.2,1.0
17856,Federal University of Technology Minna,Law,Delta,Female,Lecturer ii,B.Ed,Full-time staff,27,5,4,8.3,1,3,16,Medium,0.6667,0.1765,17.3,2.6667
17857,Obafemi Awolowo University,History,Niger,Female,Professor,Ph.D,Full-time staff,62,38,11,5.8,6,4,15,Executive,0.2821,0.25,54.8,0.3846
17858,University of Lagos,Computer science,Benue,Female,Lecturer ii,M.Ed,Part-time staff,34,5,7,8.7,8,1,16,Medium,1.1667,0.0588,20.7,2.6667
17859,University of Ilorin,Architecture,Imo,Female,Lecturer i,Ph.D,Full-time staff,43,15,8,4.3,1,2,7,Medium,0.5,0.25,27.3,0.4375
17860,Federal University of Technology Minna,Accounting,Rivers,Female,Assistant lecturer,Ph.D,Full-time staff,35,3,5,4.7,1,4,1,Medium,1.25,2.0,12.7,0.25
17861,Ahmadu Bello University,History,Sokoto,Female,Associate professor,Ph.D,Full-time staff,51,24,14,6.6,10,4,2,Executive,0.56,1.3333,44.6,0.08
17862,Ahmadu Bello University,Architecture,Enugu,Female,Assistant lecturer,Ph.D,Full-time staff,28,4,2,5.9,2,6,2,Low,0.4,2.0,11.9,0.4
17863,University of Nigeria Nsukka,Geography,Oyo,Male,Lecturer i,M.Sc,Full-time staff,36,9,6,3.9,1,2,9,High,0.6,0.2,18.9,0.9
17864,Nnamdi Azikiwe University,Library science,Plateau,Female,Graduate assistant,Ph.D,Full-time staff,25,0,3,4.0,2,4,0,Low,3.0,4.0,7.0,0.0
17865,Federal University of Technology Minna,English,Adamawa,Female,Lecturer i,B.Tech,Full-time staff,34,10,6,5.0,5,2,5,High,0.5455,0.3333,21.0,0.4545
17866,University of Benin,Engineering,Plateau,Female,Lecturer i,Ph.D,Full-time staff,37,10,5,9.0,5,5,10,High,0.4545,0.4545,24.0,0.9091
17867,Ahmadu Bello University,Physics,Enugu,Female,Lecturer i,B.Tech,Full-time staff,43,14,3,7.5,1,3,8,High,0.2,0.3333,24.5,0.5333
17868,Ahmadu Bello University,Medicine,Bauchi,Female,Lecturer ii,Ph.D,Full-time staff,32,10,7,7.8,4,4,24,Medium,0.6364,0.16,24.8,2.1818
17869,Obafemi Awolowo University,Engineering,Katsina,Female,Associate professor,Ph.D,Full-time staff,55,26,18,8.9,8,6,3,Executive,0.6667,1.5,52.9,0.1111
17870,University of Lagos,Law,Niger,Male,Lecturer ii,Ph.D,Full-time staff,32,5,5,9.0,5,1,7,Medium,0.8333,0.125,19.0,1.1667
17871,University of Nigeria Nsukka,Mathematics,Imo,Female,Professor,M.Ed,Full-time staff,53,28,1,5.7,5,5,15,Executive,0.0345,0.3125,34.7,0.5172
17872,University of Benin,Economics,Niger,Female,Lecturer i,Ph.D,Full-time staff,39,15,4,4.0,2,1,5,High,0.25,0.1667,23.0,0.3125
17873,Federal University of Technology Minna,Geography,Lagos,Female,Lecturer i,M.Sc,Visiting staff,33,10,7,8.7,3,6,13,High,0.6364,0.4286,25.7,1.1818
17874,University of Ilorin,Accounting,Rivers,Female,Senior lecturer,M.Phil,Contract staff,39,12,4,3.6,5,7,7,Executive,0.3077,0.875,19.6,0.5385
17875,Abubakar Tafawa Balewa University Bauchi,Education,Niger,Female,Lecturer i,Ph.D,Full-time staff,38,10,7,7.7,5,4,8,High,0.6364,0.4444,24.7,0.7273
17876,University of Lagos,Geography,Kaduna,Female,Lecturer ii,Ph.D,Full-time staff,30,8,3,7.7,6,6,6,High,0.3333,0.8571,18.7,0.6667
17877,Obafemi Awolowo University,Nursing,Oyo,Female,Graduate assistant,B.Ed,Adjunct staff,28,0,3,6.4,2,7,0,Low,3.0,7.0,9.4,0.0
17878,Nnamdi Azikiwe University,English,Abuja,Female,Lecturer i,B.Sc,Full-time staff,35,7,7,8.4,3,1,16,High,0.875,0.0588,22.4,2.0
17879,Bayero University Kano,Agriculture,Abuja,Female,Assistant lecturer,Ph.D,Part-time staff,33,4,4,8.9,0,2,3,Medium,0.8,0.5,16.9,0.6
17880,University of Ilorin,Computer science,Abuja,Female,Lecturer i,M.Ed,Full-time staff,37,15,4,6.2,2,4,13,High,0.25,0.2857,25.2,0.8125
17881,Obafemi Awolowo University,History,Delta,Female,Associate professor,Ph.D,Full-time staff,59,30,14,7.0,4,3,15,Executive,0.4516,0.1875,51.0,0.4839
17882,University of Ilorin,Engineering,Plateau,Female,Lecturer i,Ph.D,Full-time staff,35,10,5,4.5,2,4,16,Medium,0.4545,0.2353,19.5,1.4545
17883,Bayero University Kano,Chemistry,Imo,Female,Senior lecturer,Ph.D,Full-time staff,46,18,7,5.6,5,6,20,Executive,0.3684,0.2857,30.6,1.0526
17884,University of Ilorin,Nursing,Delta,Female,Lecturer i,Ph.D,Full-time staff,38,13,2,6.0,4,1,8,High,0.1429,0.1111,21.0,0.5714
17885,Bayero University Kano,History,Rivers,Female,Senior lecturer,MBA,Full-time staff,39,13,9,5.7,1,5,11,Executive,0.6429,0.4167,27.7,0.7857
17886,Federal University of Technology Minna,Economics,Bauchi,Female,Professor,M.Ed,Full-time staff,56,29,19,7.9,7,7,7,Executive,0.6333,0.875,55.9,0.2333
17887,Obafemi Awolowo University,Computer science,Bauchi,Female,Lecturer i,Ph.D,Part-time staff,38,9,10,9.9,2,6,8,High,1.0,0.6667,28.9,0.8
17888,University of Benin,Architecture,Kaduna,Female,Lecturer i,B.Ed,Visiting staff,42,15,8,5.3,3,7,16,High,0.5,0.4118,28.3,1.0
17889,Nnamdi Azikiwe University,Medicine,Kwara,Female,Assistant lecturer,Ph.D,Full-time staff,33,6,3,4.5,5,2,0,Medium,0.4286,2.0,13.5,0.0
17890,Bayero University Kano,Library science,Oyo,Female,Lecturer ii,Ph.D,Full-time staff,27,4,0,5.6,3,1,14,Medium,0.0,0.0667,9.6,2.8
17891,University of Benin,Statistics,Kano,Female,Associate professor,Ph.D,Full-time staff,46,24,15,9.9,5,6,19,Executive,0.6,0.3,48.9,0.76
17892,Federal University of Technology Minna,Education,Abuja,Female,Lecturer i,B.Sc,Full-time staff,36,12,8,4.9,0,7,14,High,0.6154,0.4667,24.9,1.0769
17893,University of Ilorin,Biology,Taraba,Female,Associate professor,Ph.D,Adjunct staff,47,24,8,6.2,1,4,10,Executive,0.32,0.3636,38.2,0.4
17894,Federal University of Technology Minna,Chemistry,Kaduna,Female,Lecturer i,Ph.D,Full-time staff,41,15,10,5.6,2,7,15,Medium,0.625,0.4375,30.6,0.9375
17895,Federal University of Technology Minna,Nursing,Katsina,Female,Lecturer i,Ph.D,Part-time staff,38,10,5,4.9,5,1,23,High,0.4545,0.0417,19.9,2.0909
17896,University of Lagos,Statistics,Delta,Female,Senior lecturer,Ph.D,Full-time staff,42,20,14,7.9,4,7,11,High,0.6667,0.5833,41.9,0.5238
17897,Obafemi Awolowo University,Physics,Bauchi,Female,Associate professor,Ph.D,Full-time staff,51,26,7,5.0,0,6,24,Executive,0.2593,0.24,38.0,0.8889
17898,Ahmadu Bello University,Education,Zamfara,Female,Lecturer ii,Ph.D,Contract staff,36,7,1,9.1,8,3,3,Medium,0.125,0.75,17.1,0.375
17899,Ahmadu Bello University,Accounting,Niger,Female,Professor,Ph.D,Part-time staff,61,37,9,6.5,2,6,11,Executive,0.2368,0.5,52.5,0.2895
17900,University of Lagos,Chemistry,Kaduna,Female,Lecturer ii,M.Sc,Full-time staff,30,6,9,5.9,5,3,24,Medium,1.2857,0.12,20.9,3.4286
17901,University of Lagos,Geography,Kano,Female,Lecturer i,Ph.D,Adjunct staff,36,12,4,5.2,0,1,6,High,0.3077,0.1429,21.2,0.4615
17902,Bayero University Kano,Engineering,Plateau,Female,Assistant lecturer,Ph.D,Full-time staff,27,3,2,6.1,3,1,4,Medium,0.5,0.2,11.1,1.0
